ID,school_link,image_url,school_name,cert,location,type,fees,location_link,phone_number,description_head,description_body,details_head,details_body,fees_list,long_location
67,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d9%85%d9%86%d8%a7%d8%b1%d8%a9-%d9%87%d9%84%d9%8a%d9%88%d8%a8%d9%84%d9%8a%d8%b3-%d8%a7%d9%84%d8%af%d9%88%d9%84%d9%8a%d8%a9-manaret-heliopolis-international-school/,https://egyptschools.info/wp-content/uploads/2020/09/19956077_1388520067851505_4605094651125731999_o-768x432.jpg,Manaret Heliopolis International School,Thanwya,Nasr City,Private,85000,https://maps.google.com/maps?daddr=30.05897%2C31.36481,tel:0224713332,عن مدرسة منارة هليوبليس الدولية – Manaret Heliopolis International School,"مدرسة منارة هليوبليس الدولية - Manaret Heliopolis International School مدينة نصر - القاهرة
مدرسة منارة هليوبليس الدولية - Manaret Heliopolis International School هي مدرسة دولية معتمدة توفر منهج البكالوريا الدولية بها :",عن مدرسة منارة هليوبليس الدولية – Manaret Heliopolis International School,"مدرسة منارة هليوبليس الدولية - Manaret Heliopolis International School مدينة نصر - القاهرة
مدرسة منارة هليوبليس الدولية - Manaret Heliopolis International School هي مدرسة دولية معتمدة توفر منهج البكالوريا الدولية بها :","[{'fees_title': 'Pre-KG', 'fees_value': '58,850 LE'}, {'fees_title': 'KG 1 -2', 'fees_value': '85,000 LE'}, {'fees_title': 'Grade1-3', 'fees_value': '95,000 LE'}, {'fees_title': 'Grade 4', 'fees_value': '99,000 LE'}]",شارع حازم صلاح امتداد مصطفى النحاس - مدينة نصر - القاهرة
68,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d8%b1%d9%88%d8%a7%d8%af-%d9%84%d9%84%d8%ba%d8%a7%d8%aa-el-rowad-language-school/,https://egyptschools.info/wp-content/uploads/2020/09/rwaaaad-768x429.jpg,El Rowad Language School,Thanwya,Nasr City,Governmental,22000,https://maps.google.com/maps?daddr=30.05840%2C31.36686,tel:0224723271,عن مدرسة الرواد للغات – El Rowad Language School,مدرسة الرواد للغات - El Rowad Language School مدينة نصر - القاهرة,عن مدرسة الرواد للغات – El Rowad Language School,مدرسة الرواد للغات - El Rowad Language School مدينة نصر - القاهرة,"[{'fees_title': 'KG 1 - 2', 'fees_value': '22,000 LE'}, {'fees_title': 'Grade 1', 'fees_value': '23,100 LE'}, {'fees_title': 'Grade 2', 'fees_value': '23,200 LE'}, {'fees_title': 'Grade 3', 'fees_value': '23,300 LE'}, {'fees_title': 'Grade 4', 'fees_value': '23,600 LE'}, {'fees_title': 'مصروفات مرحلة الاعدادي 22,400 جنيه مصري', 'fees_value': None}]",8 ش مصطفى النحاس - خلف مساكن القضاة - الحي الثامن - مدينة نصر - القاهرة
69,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%b1%d9%88%d8%aa%d8%b3-%d9%84%d9%84%d8%ba%d8%a7%d8%aa-roots-school/,https://egyptschools.info/wp-content/uploads/2020/09/rootsssan-768x493.jpg,Roots School,Thanwya,Nasr City,Governmental,42000,https://maps.google.com/maps?daddr=30.03494%2C31.33831,tel:0223510081,عن مدرسة روتس للغات – Roots School,"مدرسة روتس للغات الدولية مدينة نصر - القاهرة
اقسام مدرسة روتس :",عن مدرسة روتس للغات – Roots School,"مدرسة روتس للغات الدولية مدينة نصر - القاهرة
اقسام مدرسة روتس :","[{'fees_title': 'Pre-KG', 'fees_value': '42,000'}, {'fees_title': 'FS 1', 'fees_value': '72,000 LE'}]","عمارات الفتح ، امتداد عباس العقاد ، خلف مسجد التوفيق ، حي السفارات ، الحى السابع ، مدينة نصر ، القاهرة"
70,https://egyptschools.info/school/%d9%85%d8%af%d8%a7%d8%b1%d8%b3-%d9%87%d8%a7%d8%b1%d9%81%d8%b1%d8%af-%d9%85%d8%b5%d8%b1-harvard-egypt-college-hec/,https://egyptschools.info/wp-content/uploads/2020/09/1415162_679933645372824_876444551_o-768x511.jpg,Harvard Egypt College (HEC),Thanwya,Nasr City,Governmental,26500,https://maps.google.com/maps?daddr=30.03023%2C31.35712,tel:01158000294,عن مدارس هارفرد مصر – Harvard Egypt College (HEC),"مدرسة هارفرد الدولية للغات مدينة نصر - القاهرة
أقسام مدرسة هارفرد :",عن مدارس هارفرد مصر – Harvard Egypt College (HEC),"مدرسة هارفرد الدولية للغات مدينة نصر - القاهرة
أقسام مدرسة هارفرد :","[{'fees_title': 'KG', 'fees_value': '26,500 LE'}, {'fees_title': 'Grade 1 - 6', 'fees_value': '32,000 LE'}, {'fees_title': 'KG', 'fees_value': '53,000 LE'}, {'fees_title': 'Grade 1-6', 'fees_value': '60,000 LE'}]","ش آل عثمان متفرع من امتداد حسن المأمون ، أمام عمارات مدينة نصر الجديدة ، الحي العاشر ، مدينة نصر ، القاهرة"
71,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%b1%d8%a7%d9%86-%d8%a8%d8%a7%d9%84%d9%82%d8%a7%d9%87%d8%b1%d8%a9-rahn-schulen-kairo/,https://egyptschools.info/wp-content/uploads/2020/09/10927841_853387458037511_3879896537065290803_o-768x576.jpg,Rahn Schulen Kairo,Thanwya,Nasr City,Private,87930,https://maps.google.com/maps?daddr=30.03035%2C31.35637,tel:01027933321,عن مدرسة ران بالقاهرة – Rahn Schulen Kairo,"مدارس ران بالقاهرة هي مدرسة البكالوريا الدولية الألمانية في القاهرة.
تتمثل مهمة مدارس Rahn في تثقيف وتشجيع طلابها على أن يصبحوا أشخاصًا ملهمين وعطوفين يعملون من أجل رفاهية الجميع ومن أجل التنمية المستدامة للعالم.
مدارس ران بالقاهرة هي مدرسة ألمانية بالخارج تديرها جمعية مدرسية ألمانية غير ربحية بنسبة 100٪. يتم فحص جودة مدارس Rahn في القاهرة بانتظام من قبل وكالة اعتماد ألمانية مستقلة ، والتي تحمل شهادة مجلس الاعتماد الألماني. نحن مقتنعون بأن الموسيقى والفن في الفصل يعززان إبداع الأطفال.
يمكن للطالب الحصول علي شهادة البكالوريا الدولية في مصر واذا اراد الحصول علي شهادة الابيتور يتم الحصول عليها من المدرسة في ألمانيا",عن مدرسة ران بالقاهرة – Rahn Schulen Kairo,"مدارس ران بالقاهرة هي مدرسة البكالوريا الدولية الألمانية في القاهرة.
تتمثل مهمة مدارس Rahn في تثقيف وتشجيع طلابها على أن يصبحوا أشخاصًا ملهمين وعطوفين يعملون من أجل رفاهية الجميع ومن أجل التنمية المستدامة للعالم.
مدارس ران بالقاهرة هي مدرسة ألمانية بالخارج تديرها جمعية مدرسية ألمانية غير ربحية بنسبة 100٪. يتم فحص جودة مدارس Rahn في القاهرة بانتظام من قبل وكالة اعتماد ألمانية مستقلة ، والتي تحمل شهادة مجلس الاعتماد الألماني. نحن مقتنعون بأن الموسيقى والفن في الفصل يعززان إبداع الأطفال.
يمكن للطالب الحصول علي شهادة البكالوريا الدولية في مصر واذا اراد الحصول علي شهادة الابيتور يتم الحصول عليها من المدرسة في ألمانيا","[{'fees_title': 'Pre-KG', 'fees_value': '87,930 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '87,930 LE'}, {'fees_title': 'Grade 1 - 6', 'fees_value': '90,790 LE'}, {'fees_title': 'Grade 7 - 10', 'fees_value': '91,990 LE'}, {'fees_title': 'Grade 11 - 12', 'fees_value': '138,860 LE'}]",1 عمارات زاهر - ش ال عثمان امتداد ش حسن المأمون - الحي الثامن - مدينة نصر - القاهرة
72,https://egyptschools.info/school/%d9%85%d8%b9%d8%a7%d9%87%d8%af-%d8%a7%d9%84%d9%83%d9%85%d8%a7%d9%84-%d8%a7%d9%84%d8%a7%d8%b2%d9%87%d8%b1%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa-al-kamal-azharian-language-institutes/,https://egyptschools.info/wp-content/uploads/2020/09/11058574_947400535280222_2085129326179425490_o-768x514.jpg,Al Kamal Azharian Language Institutes,Thanwya,The 5th Settlement,Private,22400,https://maps.google.com/maps?daddr=30.00320%2C31.44385,tel:0225628058,عن معاهد الكمال الازهرية للغات – Al Kamal Azharian Language Institutes,"معاهد الكمال الأزهرية للغات  معهد أزهري خاص لغات
رؤية ومهمة المعهد هي نحرص على تربيه خلقية تعتمد على السلوك والأداء واحترام الحقوق والمشاعر . وممارسة القيم الاسلامية على أنها سلوكيات فطرية طبيعية تمارس فى المجتمع مسلم
يتم تدريس اللغة الفرنسية والالمانية كلغة ثانية في المعهد ويحرص المعهد علي تحفيظ ثلاث اجزاء من القران الكريم سنوياً
حيث تتميز المدرسة بوجود نظام مونتيسورى بالحضانة و نظام ال Semi AMERICAN ...",عن معاهد الكمال الازهرية للغات – Al Kamal Azharian Language Institutes,"معاهد الكمال الأزهرية للغات  معهد أزهري خاص لغات
رؤية ومهمة المعهد هي نحرص على تربيه خلقية تعتمد على السلوك والأداء واحترام الحقوق والمشاعر . وممارسة القيم الاسلامية على أنها سلوكيات فطرية طبيعية تمارس فى المجتمع مسلم
يتم تدريس اللغة الفرنسية والالمانية كلغة ثانية في المعهد ويحرص المعهد علي تحفيظ ثلاث اجزاء من القران الكريم سنوياً
حيث تتميز المدرسة بوجود نظام مونتيسورى بالحضانة و نظام ال Semi AMERICAN ...","[{'fees_title': 'KG 1', 'fees_value': '22,400'}, {'fees_title': 'KG 2', 'fees_value': '24,000 LE'}, {'fees_title': 'KG (Montessori)', 'fees_value': '31,600 LE'}, {'fees_title': 'KG', 'fees_value': '26,500 LE'}]",المنطقة الأولى - خلف مسجد فاطمة الشربتلي - الحي الثالث - التجمع الخامس - القاهرة الجديدة - القاهرة
73,https://egyptschools.info/school/%d9%85%d8%b9%d9%87%d8%af-%d8%a7%d9%84%d8%ba%d8%af-%d8%a7%d9%84%d9%85%d8%b4%d8%b1%d9%82-%d8%a7%d9%84%d8%a3%d8%b2%d9%87%d8%b1%d9%89-alghad-al-moshreq-azharian-institute-gmi/,https://egyptschools.info/wp-content/uploads/2020/08/11755088_903749839702138_6517491772466158613_n-768x309.jpg,Alghad Al-Moshreq Azharian Institute,Thanwya,The 5th Settlement,Private,25000,https://maps.google.com/maps?daddr=30.01076%2C31.43949,tel:01069383155,عن معهد الغد المشرق الأزهرى – Alghad Al-Moshreq Azharian Institute – GMI,"معهد الغد مؤسسة تربوية لبناء جيل مسلم قادر على التواصل الثقافي من خلال تقديم تعليم ديني مميز ضمن إطار تعليمي وعلمي متقدم. لذلك فإن معهدنا هو الأول من نوعه في مصر
رؤية المعهد  كانت الخطوة الأولى عام 2000 إيمانا راسخا بأن الاستثمار في البشر هو استثمار طويل الأجل لا تنعكس نتائجه في الشخصيات الرياضية المجردة ، بل كإبداع إدراكي يحفز العقل ويعزز الميول والقيم الإنسانية مع اليقين من أن الحاجة ستبقى لإيجاد مشاريع تعليمية رائدة تستفيد من تجارب دولية متفوقة وتحافظ على الجذور المتأصلة في الفكر العربي المسلم وضميره بكل ذلك بإيمان إسلامي راسخ",عن معهد الغد المشرق الأزهرى – Alghad Al-Moshreq Azharian Institute – GMI,"معهد الغد مؤسسة تربوية لبناء جيل مسلم قادر على التواصل الثقافي من خلال تقديم تعليم ديني مميز ضمن إطار تعليمي وعلمي متقدم. لذلك فإن معهدنا هو الأول من نوعه في مصر
رؤية المعهد  كانت الخطوة الأولى عام 2000 إيمانا راسخا بأن الاستثمار في البشر هو استثمار طويل الأجل لا تنعكس نتائجه في الشخصيات الرياضية المجردة ، بل كإبداع إدراكي يحفز العقل ويعزز الميول والقيم الإنسانية مع اليقين من أن الحاجة ستبقى لإيجاد مشاريع تعليمية رائدة تستفيد من تجارب دولية متفوقة وتحافظ على الجذور المتأصلة في الفكر العربي المسلم وضميره بكل ذلك بإيمان إسلامي راسخ","[{'fees_title': 'Pre-KG', 'fees_value': '25,000 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '30,000 LE'}, {'fees_title': 'Grade1', 'fees_value': '31,700 LE'}]","المحلية الرابعة - خلف المحلاوى - الحي الثاني - التجمع الخامس,- القاهرة الجديدة - القاهرة"
74,https://egyptschools.info/school/%d9%85%d8%b9%d8%a7%d9%87%d8%af-%d8%a7%d9%84%d8%a8%d8%ae%d8%a7%d8%b1%d9%8a-%d8%a7%d9%84%d8%a3%d8%b2%d9%87%d8%b1%d9%8a%d8%a9-%d9%84%d9%84%d8%ba%d8%a7%d8%aa-albukhary-azharian-language-institutes/,https://egyptschools.info/wp-content/uploads/2020/08/110270-768x421.jpg,Albukhary Azharian Language Institutes,Thanwya,The 5th Settlement,Private,23500,https://maps.google.com/maps?daddr=30.00288%2C31.43033,tel:0225626318,عن معاهد البخاري الأزهرية للغات – Albukhary Azharian Language Institutes,"معاهد البخاري الأزهرية الخاصة للغات رؤيتها بناء و إعداد جيل مسلم متقدم جيد ، ورع ، مبدع وبنّاء يمكنه قيادة العالم بأسره.",عن معاهد البخاري الأزهرية للغات – Albukhary Azharian Language Institutes,"معاهد البخاري الأزهرية الخاصة للغات رؤيتها بناء و إعداد جيل مسلم متقدم جيد ، ورع ، مبدع وبنّاء يمكنه قيادة العالم بأسره.","[{'fees_title': 'KG', 'fees_value': '23,500 LE'}]",المنطقة الخامسة - الحي الثالث - أمام محكمة القاهرة - التجمع الخامس - القاهرة الجديدة - القاهرة
75,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d9%86%d9%8a%d9%88-%d9%85%d8%a7%d9%86%d9%88%d8%b1-%d9%87%d8%a7%d9%88%d8%b3-%d8%a7%d9%83%d8%aa%d9%88%d8%a8%d8%b1-new-manor-house-school-october/,https://egyptschools.info/wp-content/uploads/2020/08/1452001_463252513785125_1573168705_n-1-768x870.jpg,New Manor House School October,Thanwya,October,Private,22622,https://maps.google.com/maps?daddr=30.00933%2C31.00537,tel:01223936778,عن مدرسة نيو مانور هاوس اكتوبر – New Manor House School October,"مدرسة نيو مانور هاوس اكتوبر - الجيزة
تزايدت أعداد فرع مدرسة مانور هاوس الناشونال في الدقي  ، لذلك قررت مدرسة مانور هاوس افتتاح قسم آخر من المدرسة في منطقة السادس من أكتوبر في مصر في أكتوبر 2000. تقع هذه المدرسة على مساحة أرضية كبيرة جدًا ومجهزة بالكامل بجميع المرافق ، و يشمل KG- الصف التاسع.
تأسست المدرسة عام 1947 م
كانت مدرسة مانور هاوس رائدة في مجال التعليم منذ الأربعينيات. نقدم شهادات ناشونال ودولية (بريطانية وأمريكية). تشتهر المدرسة بتميزها في التعليم مع غرس القيم الثقافية لمصر.",عن مدرسة نيو مانور هاوس اكتوبر – New Manor House School October,"مدرسة نيو مانور هاوس اكتوبر - الجيزة
تزايدت أعداد فرع مدرسة مانور هاوس الناشونال في الدقي  ، لذلك قررت مدرسة مانور هاوس افتتاح قسم آخر من المدرسة في منطقة السادس من أكتوبر في مصر في أكتوبر 2000. تقع هذه المدرسة على مساحة أرضية كبيرة جدًا ومجهزة بالكامل بجميع المرافق ، و يشمل KG- الصف التاسع.
تأسست المدرسة عام 1947 م
كانت مدرسة مانور هاوس رائدة في مجال التعليم منذ الأربعينيات. نقدم شهادات ناشونال ودولية (بريطانية وأمريكية). تشتهر المدرسة بتميزها في التعليم مع غرس القيم الثقافية لمصر.","[{'fees_title': 'Pre-KG', 'fees_value': '22,622 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '22,622 LE'}, {'fees_title': 'Grade 1 - 2', 'fees_value': '25,000 LE'}, {'fees_title': 'Grade 3 - 4', 'fees_value': '25,181 LE'}, {'fees_title': 'Grade 5 - 6', 'fees_value': '25,302 LE'}, {'fees_title': 'Grade 7 - 8', 'fees_value': '26,482 LE'}, {'fees_title': 'Grade 9', 'fees_value': '26,381 LE'}, {'fees_title': 'Grade 10', 'fees_value': '24,825 LE'}, {'fees_title': 'Grade 11', 'fees_value': '24,810 LE'}, {'fees_title': 'Grade 12', 'fees_value': '22,910 LE'}]",مدينة الصفوة - أمام مدخل الشيخ زايد - بجوار جامعة مصر الدولية - 6 اكتوبر - الجيزة
76,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d9%85%d8%a7%d9%86%d9%88%d8%b1-%d9%87%d8%a7%d9%88%d8%b3-%d8%a7%d9%84%d8%af%d9%82%d9%8a-manor-house-school-dokki/,https://egyptschools.info/wp-content/uploads/2020/08/45474889_1957826391189171_3322239774202265600_o-768x402.jpg,Manor House School Dokki,Thanwya,Dokki,Governmental,56000,https://maps.google.com/maps?daddr=30.03892%2C31.20252,tel:0237496727,عن مدرسة مانور هاوس الدقي – Manor House School Dokki,"تأسست المدرسة عام 1947 م
كانت مدرسة مانور هاوس رائدة في مجال التعليم منذ الأربعينيات. نقدم شهادات ناشونال ودولية (بريطانية وأمريكية).
تشتهر المدرسة بتميزها في التعليم مع غرس القيم الثقافية لمصر.",عن مدرسة مانور هاوس الدقي – Manor House School Dokki,"تأسست المدرسة عام 1947 م
كانت مدرسة مانور هاوس رائدة في مجال التعليم منذ الأربعينيات. نقدم شهادات ناشونال ودولية (بريطانية وأمريكية).
تشتهر المدرسة بتميزها في التعليم مع غرس القيم الثقافية لمصر.","[{'fees_title': 'FS 1 - 2', 'fees_value': '56,000 LE'}, {'fees_title': 'Year 1 - 6', 'fees_value': '63,500 LE'}, {'fees_title': 'Year 7 - 8', 'fees_value': '57,000 LE'}, {'fees_title': 'Year 9 - 11', 'fees_value': '59,000 LE'}, {'fees_title': 'Year 12', 'fees_value': '45,000 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '58,000 LE'}, {'fees_title': 'Grade 1 - 5', 'fees_value': '64,500 LE'}, {'fees_title': 'Grade 6 - 9', 'fees_value': '71,000 LE'}, {'fees_title': 'Grade 10 - 12', 'fees_value': '77,500 LE'}]",6 شارع حسين رشاد متفرع من شارع مصدق - الدقي - الجيزة
77,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d9%86%d8%b5%d8%b1-%d9%85%d8%b5%d8%b1-%d8%a7%d9%84%d8%ac%d8%af%d9%8a%d8%af%d8%a9-el-nasr-school-esc/,https://egyptschools.info/wp-content/uploads/2020/08/20181023114150921مصر.jpg,El Nasr School,Thanwya,Heliopolis,Governmental,15116,https://maps.google.com/maps?daddr=30.10166%2C31.33281,tel:0226345846,عن مدرسة النصر مصر الجديدة – El Nasr School – ESC,"مدرسة النصر بمصر الجديدة هي المدرسة الانجليزية سابقاً (الانجلش سكول) حيث انه منذ عام 1915 ، بدأت المدرسة الإنجليزية بجذورها العميقة في مجال التعليم.
مدرسة النصر - الانجلش سكول بها :",عن مدرسة النصر مصر الجديدة – El Nasr School – ESC,"مدرسة النصر بمصر الجديدة هي المدرسة الانجليزية سابقاً (الانجلش سكول) حيث انه منذ عام 1915 ، بدأت المدرسة الإنجليزية بجذورها العميقة في مجال التعليم.
مدرسة النصر - الانجلش سكول بها :","[{'fees_title': 'مرحلة الحضانة', 'fees_value': '20,000 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '15,116 LE'}, {'fees_title': 'Grade 1', 'fees_value': '14,835 LE'}, {'fees_title': 'Grade 2 - 3', 'fees_value': '14,950 LE'}, {'fees_title': 'Grade 4 - 5', 'fees_value': '15,295 LE'}, {'fees_title': 'Grade 6', 'fees_value': '16,015 LE'}, {'fees_title': 'Grade 7', 'fees_value': '16,062 LE'}, {'fees_title': 'Grade 8', 'fees_value': '16,112 LE'}, {'fees_title': 'Grade 9', 'fees_value': '15,622 LE'}, {'fees_title': 'Grade 10', 'fees_value': '16,288 LE'}, {'fees_title': 'Grade 11', 'fees_value': '15,673 LE'}, {'fees_title': 'Grade 12', 'fees_value': '14,323 LE'}, {'fees_title': 'Baby Class', 'fees_value': '26,498 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '27,030 LE'}, {'fees_title': 'Grade 1 - 3', 'fees_value': '35,808 LE'}, {'fees_title': 'Grade 4', 'fees_value': '37,686 LE'}, {'fees_title': 'Grade 5', 'fees_value': '38,186 LE'}, {'fees_title': 'Grade 6', 'fees_value': '40,464 LE'}, {'fees_title': 'Grade 7 - 8', 'fees_value': '41,441 LE'}, {'fees_title': 'Grade 9', 'fees_value': '43,441 LE'}, {'fees_title': 'Grade 10', 'fees_value': '30,140 LE'}, {'fees_title': 'Grade 11', 'fees_value': '32,140 LE'}, {'fees_title': 'Grade 12', 'fees_value': '36,167 LE'}]",رقم 32 شارع أبو بكر الصديق - أمام محل تسيباس - ميدان المحكمة - مصر الجديدة - القاهرة
78,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d9%85%d8%b3%d8%aa%d9%82%d8%a8%d9%84-%d8%a7%d9%84%d9%81%d8%b1%d9%86%d8%b3%d9%8a%d8%a9-lecole-de-lavenir/,https://egyptschools.info/wp-content/uploads/2020/08/مدرسة-المستقبل-الفرنسية.jpg,L'Ecole de l'Avenir,Thanwya,Al Rehab,Governmental,34500,https://maps.google.com/maps?daddr=30.06668%2C31.48102,tel:01100029994,عن مدرسة المستقبل الفرنسية – L’Ecole de l’Avenir,"مدرسة المستقبل الفرنسية - L'Ecole de l'Avenir  بالرحاب هي مدرسة دولية فرنسية معتمدة.
مهمة المدرسة الفرنسية الدولية - L'Ecole de l'Avenir هي FES دائمًا توفير الإنصاف للجميع من خلال تقديم نموذج تعليمي ميسور التكلفة وقابل للتكرار. تشمل شبكة مؤسساتنا الأنظمة الوطنية المصرية (الثانوية العامة) والأنظمة الأمريكية والبريطانية والفرنسية والألمانية. بالإضافة إلى ذلك ، FES هي أول مدرسة في مصر تقدم البكالوريا الدولية العربية.",عن مدرسة المستقبل الفرنسية – L’Ecole de l’Avenir,"مدرسة المستقبل الفرنسية - L'Ecole de l'Avenir  بالرحاب هي مدرسة دولية فرنسية معتمدة.
مهمة المدرسة الفرنسية الدولية - L'Ecole de l'Avenir هي FES دائمًا توفير الإنصاف للجميع من خلال تقديم نموذج تعليمي ميسور التكلفة وقابل للتكرار. تشمل شبكة مؤسساتنا الأنظمة الوطنية المصرية (الثانوية العامة) والأنظمة الأمريكية والبريطانية والفرنسية والألمانية. بالإضافة إلى ذلك ، FES هي أول مدرسة في مصر تقدم البكالوريا الدولية العربية.","[{'fees_title': 'Pre-KG', 'fees_value': '50,000 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '34,500 LE'}, {'fees_title': 'KG 1 - 2', 'fees_value': '50,000 LE'}]",ميدان عمر بن الخطاب- بوابة 13 القاهرة الجديدة - مدينة الرحاب - القاهرة
79,https://egyptschools.info/school/%d9%85%d8%af%d8%a7%d8%b1%d8%b3-%d9%85%d8%a7%d9%86%d9%88%d8%b1-%d9%87%d8%a7%d9%88%d8%b3-%d8%a7%d9%84%d8%af%d9%88%d9%84%d9%8a%d8%a9-manor-house-international-schools/,https://egyptschools.info/wp-content/uploads/2020/08/15250722_1391532810887355_3383727537948957028_o-768x629.jpg,Manor House International Schools,Thanwya,The 5th Settlement,Governmental,28650,https://maps.google.com/maps?daddr=30.00820%2C31.41862,tel:0225653133,عن مدارس مانور هاوس الدولية – Manor House International Schools,"مدرسة مانور هاوس التجمع - القاهرة
مانور هاوس منذ أوائل السبعينيات ، كانت المدرسة في فئة خاصة بها ، رائدة ومؤثرة في الشباب المصري. منذ بدايتنا ، قبل ثلاثة عقود ، تخرج أكثر من 2000 طالب ويشغلون الآن مناصب بارزة في مصر وخارجها.
مدرسة مانور هاوس تزدهر لتوفير تجربة التعلم الشاملة التي توفر للأفراد الفرصة للتعلم واكتشاف من هم في بيئة متناغمة ثقافيا التي تعزز الفخر في هوية الشخص. نحن غرس الأساس الأساسي لاحترام الآخر.",عن مدارس مانور هاوس الدولية – Manor House International Schools,"مدرسة مانور هاوس التجمع - القاهرة
مانور هاوس منذ أوائل السبعينيات ، كانت المدرسة في فئة خاصة بها ، رائدة ومؤثرة في الشباب المصري. منذ بدايتنا ، قبل ثلاثة عقود ، تخرج أكثر من 2000 طالب ويشغلون الآن مناصب بارزة في مصر وخارجها.
مدرسة مانور هاوس تزدهر لتوفير تجربة التعلم الشاملة التي توفر للأفراد الفرصة للتعلم واكتشاف من هم في بيئة متناغمة ثقافيا التي تعزز الفخر في هوية الشخص. نحن غرس الأساس الأساسي لاحترام الآخر.","[{'fees_title': 'KG 1 - 2', 'fees_value': '28,650 LE'}, {'fees_title': 'Grade 1 - 12', 'fees_value': '28,650 LE'}]",ش 51- المنطقة السادسة- بالقرب من مدرسة الشويفات الدولية - الحى الاول - التجمع الخامس - القاهرة الجديدة - القاهرة
80,https://egyptschools.info/school/%d9%85%d8%af%d8%b1%d8%b3%d8%a9-%d8%a7%d9%84%d8%a7%d9%86%d8%af%d9%84%d8%b3-%d8%a7%d9%84%d8%af%d9%88%d9%84%d9%8a%d8%a9-alandalus-international-school-aais/,https://egyptschools.info/wp-content/uploads/2020/08/255265_324410907646167_790290237_n.jpg,AlAndalus International School,American,The 1st Settlement,Private,58000,https://maps.google.com/maps?daddr=30.07304%2C31.44493,tel:01125555303,عن مدرسة الاندلس الدولية – AlAndalus International School – AAIS,"مدرسة الاندلس الدولية التجمع الاول - القاهرة الجديدة
في مدرسة الأندلس الدولية ، نسعى جاهدين لبناء علاقة قوية بين الطلاب والمعلمين المتبادلين والتي ترشد الطلاب ليصبحوا قادة مبتكرين ومفكرين مختصين ومحللين مبدعين يحلون على مستوى AAIS وتعتقد أن شخصية الطفل مهمة وستسعى لخلق مجتمع مدرسي يقف على القيم الأساسية الثقة والجدارة والاحترام والمسؤولية والتعاطف والإنصاف والمواطنة. نحن ملتزمون بإلهام الطلاب ليصبحوا متعاونين ورؤساء وقادة. نحن نعلم الطلاب ليعيشوا حياة تحدث فرقا
تخصص مدرسة الأندلس الدولية لتزويد طلابنا ببرنامج دولي يقوم على إدارته هيئة محترفة تدرك أن الطالب هو قلب مدرستنا والغرض من برامجها. برنامجنا موجه إسلاميًا وغنيًا أكاديمياً ، لرفع الأجيال المكرسة للله الخالق ، ونحن نسعى جاهدين لبناء علاقة قوية بين المعلمين المتميزين والمحترمين ، والتي توجه الطلاب ليصبحوا قادة مبتكرين",عن مدرسة الاندلس الدولية – AlAndalus International School – AAIS,"مدرسة الاندلس الدولية التجمع الاول - القاهرة الجديدة
في مدرسة الأندلس الدولية ، نسعى جاهدين لبناء علاقة قوية بين الطلاب والمعلمين المتبادلين والتي ترشد الطلاب ليصبحوا قادة مبتكرين ومفكرين مختصين ومحللين مبدعين يحلون على مستوى AAIS وتعتقد أن شخصية الطفل مهمة وستسعى لخلق مجتمع مدرسي يقف على القيم الأساسية الثقة والجدارة والاحترام والمسؤولية والتعاطف والإنصاف والمواطنة. نحن ملتزمون بإلهام الطلاب ليصبحوا متعاونين ورؤساء وقادة. نحن نعلم الطلاب ليعيشوا حياة تحدث فرقا
تخصص مدرسة الأندلس الدولية لتزويد طلابنا ببرنامج دولي يقوم على إدارته هيئة محترفة تدرك أن الطالب هو قلب مدرستنا والغرض من برامجها. برنامجنا موجه إسلاميًا وغنيًا أكاديمياً ، لرفع الأجيال المكرسة للله الخالق ، ونحن نسعى جاهدين لبناء علاقة قوية بين المعلمين المتميزين والمحترمين ، والتي توجه الطلاب ليصبحوا قادة مبتكرين","[{'fees_title': 'KG 1 - 2', 'fees_value': '58,000 LE'}, {'fees_title': 'Grade 1\xa0 - 6', 'fees_value': '75,000 LE'}, {'fees_title': 'Grade 7 - 9', 'fees_value': '81,521 LE'}, {'fees_title': 'Grade 10 - 12', 'fees_value': '82,389 LE'}]",طريق القاهرة السويس الصحراوي - التجمع الأول - خلف ميراج سيتي - القاهرة الجديدة - القاهرة
